acc_x_t0.25,acc_x_t0.5,acc_x_t0.75,acc_x_t1.0,acc_y_t0.25,acc_y_t0.5,acc_y_t0.75,acc_y_t1.0,acc_z_t0.25,acc_z_t0.5,acc_z_t0.75,acc_z_t1.0,gyro_x_t0.25,gyro_x_t0.5,gyro_x_t0.75,gyro_x_t1.0,gyro_y_t0.25,gyro_y_t0.5,gyro_y_t0.75,gyro_y_t1.0,gyro_z_t0.25,gyro_z_t0.5,gyro_z_t0.75,gyro_z_t1.0,flex_t0.25,flex_t0.5,flex_t0.75,flex_t1.0,label
-7.096043341350699,-6.955345061201565,-7.477768123011974,-7.751886284719797,-2.86537371318886,-3.1994433211128404,-1.9881748799110042,-0.7734288377240527,5.81550013476957,6.356692502720413,5.347107296823511,5.196137419809679,-0.8856600092046025,7.16376578094544,33.10834085462135,11.511114202853667,-2.319984202831174,4.270289817010933,11.578491524152168,3.8136288440671717,-0.1624580288063571,4.598563328290778,4.4850952066067045,-30.902136406587964,-0.012356760409830794,0.00029397212349260225,-0.00551736092532493,79.33872838630613,right
-4.887083189958978,-5.543109800838938,-5.677937300724812,-5.666542043027068,-3.1694200576999965,-2.3199545914884974,-3.098641116890833,-3.59868673602462,7.775060501918322,7.01293010730139,6.494629053460383,7.271737885746543,2.0437868977633644,14.990030229989895,9.037441507793622,16.70101249791332,18.49575961257071,19.007122771923267,11.827612137285394,13.332663325651383,-9.35048842272427,-17.025437350575082,-6.585005107614261,-26.3418879761688,-0.02388072346696627,36.77296898235271,-0.004165232356770412,0.004483745844591067,right
3.9335199503970952,3.9780073396043805,3.8515933738780523,3.8960387721337812,-5.12605689972484,-5.019069575459542,-6.1981687366026765,-5.233197362610166,7.270301784933233,7.526995328198987,6.483923926192843,7.362158457850818,-2.241136182469395,-3.4005621589485484,-8.426500881089488,-8.648601680266909,-4.361177963264951,4.579103496423797,4.568820277153035,20.165896646219515,-1.2075454750399994,-5.542649520225512,-8.438530870616109,-22.68830314337869,0.004063730750826342,0.025660920016501648,-0.008776750658761765,0.026255467505610128,right
3.364549054227395,3.440698087420421,3.3326139310855014,3.636538353487994,-4.504686155909638,-4.448433730213698,-4.688627608694224,-4.2862471313482295,8.082386328154778,8.124359690665557,8.250647714385183,8.124409810750112,0.8948261490818428,-1.1275665449289756,0.9218243091614408,-3.3993663281304696,-0.1624690217614944,-0.029434359666406874,-8.437494717210633,0.028542203812977108,-0.594355213541338,0.24162776487518653,14.950017413396026,-4.6732690112201665,-0.003592339565691963,0.022947093719902986,-0.008662756818196489,-0.019873196543085704,right
3.7575000289207208,3.6507946379229326,3.73602647296938,3.404903907429242,-4.488568951893766,-4.4774961918657095,-4.954447251248138,-4.495184504314486,7.940398347413441,7.9852455938404,7.697038980010645,8.045097976358125,-0.9441177519002806,1.767506624581897,-5.750080760873948,-9.385114531243486,-0.00937875996790601,-0.7069727636372559,-6.574063845173783,-2.248649308554364,0.45254426083092836,-1.7168032876066466,-9.954581491152153,5.615299765369908,-0.006611836758330692,0.006003819115811666,0.006818162104825186,0.008475268091924408,right
3.6813440971682154,3.684840198430944,3.753554008243463,3.683569502069337,-4.345359248017043,-4.3803320936133225,-4.365686870569309,-4.5539350925196285,8.05839969221583,8.05108642015142,8.080808898227838,7.831889666454657,-1.5259357500412978,0.29057471104461274,-5.820763566227985,-2.9595305209408407,-0.41659533608217514,-0.2866143315541027,6.6776584364111455,-6.978570377015632,0.22036444074858472,0.20581766686973035,-8.912265115684697,10.045246526763108,-0.006287773774149179,0.007255609416209,0.013565301899337889,0.012685082709445463,right
3.7560028159965277,3.796207627624439,3.745897094672811,3.754368780035305,-4.691546706587888,-4.686452520711389,-3.279553941048819,-4.021698766641803,7.815482268090164,7.787502661827608,8.760037835272527,8.29784256914555,-1.8902341841444685,-0.826270631448025,-6.380544787207136,-10.552775882814935,-0.6637378500415071,-0.17640323843975483,1.5281141168727002,6.4473441880789615,-0.46545669490231123,0.22741090069140182,-0.50139410403797,-7.522866472477594,0.006365540701065937,-0.011330399327299805,-0.0012869026257708188,-0.0007730955790200102,right
3.1557507652753047,3.5510982764591614,3.135663412966897,3.791709616717724,-4.397321807075941,-3.969131691029212,-2.1596550631041644,-4.43459515975614,6.941223288523827,7.911013620691973,8.868971280546713,8.286040469225854,-0.6994930524200922,3.563486425353475,11.392075166795081,-6.274916946450007,0.2335204094047601,0.4380330315804052,10.175125065987377,4.494374928666969,-5.312742945432206,-4.516725935693995,-24.624949750846895,-13.672975297648419,-0.0036230102158667185,0.006106940639082185,-0.0007593787498853323,-0.013555222965578671,right
2.8968622417566965,2.9922372917940674,2.8585573521181717,3.227850767685846,-3.8296387327654653,-3.681416633407466,-3.715587509059561,-3.940952887040635,8.26744747063636,8.64390412520416,7.769243910347794,7.9547763253070105,-0.13428377784299347,-0.48760399036523494,-3.7644878549970233,-3.314647945787237,10.351732665229802,2.6988369700979513,7.147418907029802,8.09053938418151,-28.603967806234696,-22.192759084049296,-16.531909416961746,-26.16020569811367,-0.01441949155789749,5.340789364128319,0.0007637541045901255,0.02495109194805733,right
3.6818795915037374,3.7139080099428448,3.7644946617382584,3.7987196588826913,-4.594580790282679,-5.4218286416807135,-5.711163845335526,-6.021614407175991,7.919033963883189,7.333089573617413,7.123844366220608,6.86340169331984,-5.326239643368085,-12.369199851573153,-7.880679977110597,-10.350515611397736,3.495262258124308,10.427444017154661,11.646446720403775,12.70954459782479,-3.5657696670136585,-12.695274506935387,-14.33054005033425,-15.094165498324568,-0.00020045971369841924,0.021805373761924183,-0.01890717170266964,0.0035188681090706103,right
3.541041378295822,3.3770029484507837,3.495141522029761,3.30630484450989,-5.195637123016304,-4.6626332796462195,-4.479543462114786,-3.6952968060331,7.729560492541266,7.680988060184471,7.384901985667116,8.456517760753808,-5.282941520650813,4.711557119654413,-5.86685538234294,-4.891190345521016,7.664025701092938,6.1289765861876075,3.953604152692568,8.741392031257025,-12.75962833940615,-13.375109788940843,-15.507930198806793,-11.569094283801213,0.0018378026656649788,-0.01489538684829071,0.007495766365749456,-0.007785395141647809,right
3.5942100922300186,3.6281563509418637,3.652403728815705,3.551608114847597,-5.48110719651831,-5.928226103841673,-4.855984607550869,-5.735511957733236,7.382998835715603,6.972034508273792,7.798888356943128,7.082937344016634,-4.828050381969818,0.32593897473583106,-10.99884046943298,-8.73654074264693,7.468442923821214,-0.27610141772833485,14.378985404715014,12.422753529078287,-9.352680128671997,-1.6708187137312607,-18.822348466006463,-16.174434404279676,-0.004064638664422921,-0.0009537994347834245,0.01125018717079824,-0.004231136792787429,right
3.930548623652738,3.8940070592614786,3.7956517244108032,3.860345440953821,-5.1107283360608475,-5.825214050579168,-5.955163149591249,-5.510769403071392,7.525077272030038,6.528868211632248,6.88097553455026,7.159086175348794,-5.663985279594922,-13.419091938335601,-6.3990004126289515,-7.412655472561729,3.8981621733804808,12.628627430753495,1.1366902182060017,6.832786177424763,-3.994775194512918,-15.390931949277315,-4.046952374501521,-7.7889951028579585,-0.0004707312395850188,0.006283454832723864,-0.0110903217827557,-0.0067237874687615445,right
-8.348290790169992,-8.407039484760226,-7.167568077477962,-8.60847225778517,-1.2372566999654844,-1.2471571012626477,-3.3684062817406986,-2.090586788587494,4.525154573571183,4.480628708739567,5.633705074810014,3.3195506675395814,12.927733250705591,18.043320718783505,-3.535271041289396,7.933903183977535,8.554399997291325,3.5100055218856165,5.371911580362284,-0.08305500269122251,-6.1947842749138875,-7.45451035054339,1.1279091377213941,-14.246954135732455,-0.0054569985325749115,-0.004492580343992684,0.01583064522744052,37.05086842903805,right
-7.936230321554501,-7.9093401835155985,-8.125130203656335,-8.389271282884689,-1.515954486366134,-2.129129892176507,-1.1321850954954382,-2.0422567361811113,4.903517237108782,5.300268685629388,5.416276926230238,3.105237511214875,11.015854559639651,19.94316731130934,1.4789423161587942,35.686803889170086,-3.293420366636255,1.8568153263459442,15.359000782773844,-26.29515190207715,1.9871828930531115,-7.594609331584226,-26.01387149492739,23.741449178949285,0.0030434797664285985,-8.251107711075938e-06,34.719024618798265,0.007129093410285987,right
-7.883780532516725,-7.732891769515592,-7.757864611785586,-8.143957140642934,-1.5544626741425722,-2.0138569940630786,-1.665633187319404,-1.833635137589695,5.549862412782781,5.619998138960283,5.618238544376584,4.284779156914863,1.1748944697145862,16.309562359900177,14.618004995449304,5.163431432573524,4.299393055125082,2.3433413374388623,4.155036549810324,4.162368710883175,-4.764281419505827,-3.6752575364206694,-11.955336213095864,-17.647516595451968,-0.005139452608352975,0.0024882236909721605,-0.0037599752916818714,0.009710536393277602,right
-7.591667876836168,-7.664122711223825,-7.908213538081874,-7.703830836996474,-2.465450630148484,-0.8424720279774129,-1.0742300255489545,-3.3573944124301263,5.49526500528794,6.182467508579175,5.175162306996486,5.422954006868556,8.77174157576718,2.341160094355895,4.516613639860272,19.038662124011108,0.5130452832457237,-0.5550358847795611,14.642837051410265,23.30504698864603,1.3633482404551651,-6.140305644427847,-18.124723660197994,-28.86046925470502,0.01835222938701299,-0.007643951236509774,-0.013435625500895975,-0.0011660391128595138,right
-8.315813814103498,-8.294869680599534,-8.192419972001812,-7.667734380885542,-1.6299857216486295,-1.6070114974887484,-3.1916570662008663,-4.691099192485077,4.041953119900105,4.434780209899761,4.13253543188265,4.765570149754587,12.503511963383785,16.243348278597477,9.423069004331467,-5.225032421958328,12.09346953876304,11.58358763691001,-1.4256560352940268,8.368393692751702,-24.720549984987535,-24.497501096775004,-16.94889710970732,-5.633295785943321,0.005858974092264745,0.009200549837830802,0.0032069864280102594,-0.0055879041952176635,right
3.755580060185063,3.6930656899768355,3.739150165416047,3.5656275406294475,-5.782618458375123,-5.545068511185351,-6.109337235303459,-5.723215073252601,7.01441749039794,7.233610504276752,6.729624958458204,7.155613782561575,-12.281572978065146,-3.8125739369264724,-4.919200544354741,4.150183158288051,15.801318056533852,10.04793760481963,7.6422148537453305,1.330896332104929,-18.8020758944482,-9.607055899959079,-9.379748355661587,-0.629980689114049,-0.0014702242300205829,-0.003046315872000783,-0.004496318393320773,-0.015350394713308034,right
3.7237661338622794,3.7741958136545746,4.003171799575289,3.8157380057263857,-5.099124555049086,-5.3458124563768665,-4.74112206510295,-4.897764577631337,7.545687369676585,7.381287971269277,7.708199807751521,7.746713346057118,0.12608628258106366,-9.424012725529389,-10.099573888204125,-11.62782692781026,-0.31173772199371313,-5.933662118983928,9.695034808308792,14.173184566666546,-0.2129884333457404,3.984292248631078,-10.928074996489364,-15.340397218302682,0.9180893925396949,-0.0009607525577771159,-0.0063401024929503405,0.0018980694014579555,right
3.870611251452886,3.8001335285787494,4.190167743091369,3.901064371738286,-4.734959315323813,-4.662022039627543,-4.457477285193012,-4.8859332778075295,7.745618505301027,7.800344968475879,7.9782710804074695,7.637864527680864,1.7177582452659994,0.23979711510556845,-0.6949734281861845,-10.570738174710863,1.8289987177933864,0.24151354856504761,-9.134926530894656,5.430223490115132,0.2737966125613757,-0.049842261982299,-0.6710485050084993,-5.1490783367449176,-0.002579443107441856,74.87977807631047,0.0024259434377330055,-0.014454880877538205,right
4.210845695099089,4.176376315831609,4.242258123145792,4.22545238079004,-5.445118024784703,-5.4442714091058395,-5.429997158519832,-5.400250021694082,7.087275791039706,7.081651118493627,7.10576940962006,7.061053720700692,-1.3948096140931059,-0.2703747470878991,2.084760925380427,0.12519726588043745,2.236962966571117,-0.6034571402731307,-0.21547730584180863,-0.5178411963321811,0.3357599116472009,-0.2763494522303043,-0.21964327268366446,0.3081041278360329,-0.011377427727004721,-0.0010572525790138068,0.013034651012850356,0.0034336011721357467,right
3.559902399098769,3.162223765492327,3.023248490373388,3.5142066399136387,-5.402676575007166,-4.248968639066676,-4.911833901088967,-3.911306855169189,8.074204346700126,7.813323142793372,7.8336339135047215,8.216367852306178,-3.7576117415967287,-3.335673758904103,-11.118928802811563,-12.095712222354189,25.5168688583876,19.04241809616846,14.44773677139164,8.933091140418092,-32.21772269781803,-23.916571469426675,-24.732948089870305,-27.20500992104501,0.018985032645563803,-0.01526938479777673,0.012371343045032762,0.0008800940400769058,right
4.00410817275957,4.240494249470374,3.8168272032292276,3.355225056671684,-5.095242961995207,-5.082979767368813,-4.333579545627989,-4.696192116597098,7.418903816902957,7.809004782737123,7.73901279542417,7.120044738431655,-2.4346502928428673,-13.083631281187495,9.999957391888296,-18.539756095901375,-1.6917406871562775,10.844716551530345,24.169999254835314,38.1260329994,0.4797765220774907,13.421925592323468,-28.24548905027091,-45.00946750449202,10.292149118982056,-0.006497869645418982,0.003495007850772508,0.013423596036061834,right
-6.869181202594139,-7.158685872307116,-7.465923859569472,-8.00679806726303,-2.3301785989972457,-2.0508510558169686,-1.5375640217189692,-1.629979791022405,6.700839229792978,6.607959526876823,5.390471278772924,5.074958590093113,-2.8855054603574573,0.048955053170813924,17.34230355355195,32.27306723760453,-1.781340324631556,3.234068484116791,22.636730042018286,5.539492103008621,7.529727019715828,2.6634163060929974,-11.426812305034932,-14.07095620719001,0.0046163229383741075,0.007829953790507436,-0.0016100747087239753,0.0011096824927828743,right
-7.085744075294485,-6.945705767520543,-7.467400397207882,-7.759609531565116,-2.854217712174959,-3.223730035530962,-1.9824024255129344,-0.7717813341883664,5.804618019989427,6.365806457656614,5.326255202978444,5.222324124566703,-0.885918718902949,7.192060454374541,33.10787061746874,11.527955355175257,-2.3251660200113746,4.274089466703018,11.579885232389056,3.8041918849249288,-0.1724804584141037,4.602992461559631,4.492830689316553,-30.893747811406158,0.0022060291653979236,-0.00029429751707033864,-0.0072417567849800525,79.35310408153387,right
-4.88746298717833,-5.563441757780904,-5.6641661610320515,-5.671850760433736,-3.187090394839891,-2.3206297359708463,-3.1070675570245787,-3.596793923918836,7.783144368368923,7.004805985238058,6.513274003272035,7.239227966496012,2.058804839393937,14.9771688979588,9.053199280705213,16.688853076601145,18.529050766600502,18.993519447267136,11.816411112663495,13.325341840340755,-9.367627481090421,-17.022854315004082,-6.56858779863528,-26.33434480495917,0.01145209813607649,36.76632982815135,-0.00623964778066254,-0.009835096030449969,right
3.930215095798506,3.963147661781183,3.8390822283509,3.890225438015518,-5.131443697653655,-4.995737709508341,-6.21956457494393,-5.225889039324664,7.279401040227651,7.511196690200578,6.515081233839249,7.356559748541922,-2.2653147632095165,-3.404331888023833,-8.449892400749215,-8.631042888828386,-4.352124234928549,4.583362305420287,4.58029457519756,20.135717898782126,-1.1992539324252358,-5.526666563165689,-8.465358307959665,-22.671966606346178,-0.0028379650728457767,-0.0024738701047451813,-0.004867139593664444,0.004657422722680639,right
3.374979444807945,3.4287966739798597,3.34607453839974,3.6139304207055414,-4.49292568886788,-4.439903132426822,-4.698082483759569,-4.274804946728551,8.08906691601196,8.099156247122325,8.27463928501539,8.109862552533938,0.8939751467637542,-1.1360934830288807,0.9395365440192005,-3.4035467538419883,-0.16859951989512417,-0.01062327441633024,-8.46322946353831,0.030769766834613764,-0.6245856638189935,0.23548163190519872,14.909904334700107,-4.675926073966155,-0.00887725724515163,0.005475939618865715,0.007098912114376611,-0.008286617746521976,right
3.7919584831876643,3.659690061376551,3.7482015428720015,3.4004864314132073,-4.487583185552571,-4.474279783493658,-4.9497355121215,-4.504063556288445,7.94266623963071,7.981624133643125,7.719466556019501,8.058770794702548,-0.9315821634014201,1.7677949827041015,-5.7630124224846915,-9.396873377628296,-0.017955363716617004,-0.7182899357012529,-6.589371875447268,-2.254968133963148,0.45048426872381786,-1.7235840283864712,-9.948990650763093,5.604453378922104,0.01012114537081069,-0.011389263893273547,-0.0006154539634282135,0.01039211255204806,right
3.678023527011811,3.664184856965488,3.75830395382562,3.705462649342747,-4.359656492976137,-4.388423027811152,-4.385987138913912,-4.584160390828263,8.056188052188805,8.031382033958058,8.055514428980743,7.83178222868015,-1.518692279822674,0.2832884932149736,-5.817788150425644,-2.9578913984402773,-0.4392515978297626,-0.28558987304352174,6.67907393075351,-6.967651672200917,0.22375733830114178,0.1934506614425372,-8.912379214425899,10.030951263651572,0.012329783591427144,-0.007101212501879828,0.012342543577583371,0.008438890037080047,right
3.780102267851017,3.7918138601216627,3.742431580545118,3.7619520101418917,-4.672336181092882,-4.698636625568299,-3.2676442818361213,-4.042505053825901,7.807991810024488,7.822233474194186,8.775377629110766,8.305623042226813,-1.9207901337432243,-0.8247255152680216,-6.384485161644312,-10.560897812223214,-0.6478886161561833,-0.1787887574382658,1.5134311022598061,6.444568222733311,-0.46888792796834466,0.22505466780443487,-0.5246530809240884,-7.522687889153255,-0.009884243305067772,0.001960450686906613,0.01303030587489473,0.0026946374365692935,right
3.153599174741585,3.539722841942229,3.1407005506887478,3.7899286665494505,-4.410287562429786,-3.957961114034996,-2.160721555814384,-4.413305929226298,6.93418810018209,7.931524356875696,8.898005728972151,8.282475449731235,-0.7054393843525611,3.5732182677861517,11.411598087942881,-6.294139663062255,0.23926335236187135,0.4677255619810184,10.186527869598617,4.476458422202272,-5.306912782303041,-4.5317136817924535,-24.60648942817314,-13.65091533198187,-0.010751973569942634,-0.015860921548472753,-0.006055559724190091,-0.004592005446790221,right
2.884052346594612,3.0053732380310967,2.866269444573439,3.2206087119482074,-3.83277194884523,-3.6872098101402777,-3.7313588080270774,-3.9412489325274844,8.275376038670084,8.656021628290423,7.768112091023853,7.960327345338749,-0.12324533904342203,-0.5058614889861933,-3.776736013384587,-3.314714262135459,10.3477359108128,2.6886044521112424,7.168104667913871,8.079862890544245,-28.592324160664912,-22.18106182758395,-16.53591143324549,-26.155256075141914,-0.0010956188294333625,5.341606481509822,0.012983457834169676,-0.00027759563422010406,right
3.6872933460391306,3.7191526836869944,3.767741413802045,3.7745773175168598,-4.5920298149667955,-5.4119739503445725,-5.717523074646947,-6.038043845250276,7.8963705209909225,7.314258989367702,7.130806558312331,6.867799041022187,-5.3348924920072776,-12.355630178449115,-7.857559790334343,-10.351142332398048,3.4645584007877583,10.450831594775677,11.639937067835765,12.69687343287636,-3.588020764646578,-12.694958835496623,-14.328209010124336,-15.089593326517186,-0.0006044742408228984,0.004303052925642539,0.0035982020576195107,0.0026474544550993584,right
3.523911283260376,3.3989220326141654,3.498933166515768,3.301128093653439,-5.188954639231547,-4.6721192539555565,-4.499250324357919,-3.7025740593944767,7.742597568314861,7.6644412648562295,7.39793678792128,8.478875050935486,-5.287520924017774,4.711432549723265,-5.863052747361102,-4.885830518078627,7.660595727082492,6.143031659802013,3.964070883074864,8.761356321762532,-12.764909695806185,-13.350210299055528,-15.524264369775697,-11.569679631047784,0.008219467863490091,0.007189029223858803,-0.004177633448811623,-0.007368997420696666,right
3.595077752311821,3.6379352867698516,3.662953714502044,3.5566076514756024,-5.474777403121454,-5.928653835805733,-4.832906777255388,-5.7371923506610845,7.386665598578026,6.975633619846025,7.795687556005521,7.08107938747224,-4.836213130069478,0.3520789397976266,-10.964803941339012,-8.726826611200723,7.467595237387795,-0.25941684453079483,14.349697689071535,12.415649775721642,-9.338729357965683,-1.6810689493605808,-18.819425615981924,-16.16731018344594,-0.00022201578028294627,0.004959903477438258,0.010938520158627315,0.002222291645146236,right
3.9504763288950078,3.8805913777421748,3.810295310541525,3.8581707156958562,-5.118367055930913,-5.814425277760898,-5.938791083608753,-5.511520187010323,7.521892351455994,6.523349192113197,6.879562631446144,7.15926681424155,-5.665660703636293,-13.431211993279245,-6.40108079208584,-7.390939022900059,3.8888179401953478,12.644261120622815,1.124080313922827,6.823639188004402,-3.990264461861226,-15.362991336634302,-4.03811719447086,-7.779047854501862,-0.0008987972315886349,0.007627140397303403,0.0063379927574672805,-0.006891756149051642,right
-8.344912782866562,-8.410831922313038,-7.17993511269644,-8.614737668529802,-1.2357091984204578,-1.2318417231002494,-3.3873368866543885,-2.0603882901584365,4.519411564305092,4.501577742666709,5.6604247031480925,3.3305565049319736,12.928143617390065,18.05212850142735,-3.551892443392287,7.931171126334595,8.54203468066769,3.517364962789122,5.3711725226516025,-0.10964069359101786,-6.19233383854629,-7.433558339664255,1.1119246708604587,-14.22373460135499,-0.005839317814228002,-0.012426090556642493,0.006655450678963767,37.07287325723205,right
-7.917691598603725,-7.914524007682005,-8.133649033847558,-8.378085736865305,-1.5019296488666682,-2.153678418290069,-1.1398722285887,-2.052650752619029,4.9178547855791415,5.305931175625613,5.40031469218819,3.1000712389209735,11.012678743409374,19.941211087311814,1.4720401434203196,35.684468360725994,-3.2850014908192877,1.8632943217381974,15.35498401713585,-26.312731042511096,2.0054609456323607,-7.603100245791476,-25.9861722052353,23.756064509035575,-0.004373610280876255,-0.002182795909194742,34.723775849323,-0.01148178968704139,right
-7.894306946414485,-7.717251576926912,-7.767112696360856,-8.130582099969736,-1.5293765143919604,-2.016008667017872,-1.6754528105347435,-1.8310542714114821,5.536177783732158,5.6260529696573744,5.607123887775743,4.281727167173692,1.1775304087932212,16.29551249175301,14.639525782238204,5.164001820655146,4.29373021942587,2.3479958190908166,4.150104763244703,4.1692004777974,-4.75790971885308,-3.675039985578238,-11.956676392771124,-17.61810293820175,0.02557899827453195,-0.005161598103575589,0.0027004351922527143,-0.007903236540710288,right
-7.5977476272508575,-7.658071265038838,-7.90360896368972,-7.707134389843067,-2.4591424752061855,-0.818408607925004,-1.0804342749649245,-3.3625484166200916,5.493050590271855,6.196590749070785,5.200595932283541,5.420730891801928,8.780883195712597,2.365108263411301,4.531741438937216,19.034942090691082,0.5433575347510784,-0.5460074350019737,14.64464830498316,23.29786367803702,1.3582053636516802,-6.131191316750821,-18.13251883928154,-28.860703149084866,-0.0026677882227415825,-0.0024100053835327713,-0.007620389353225779,-0.03062277370861363,right
-8.289416513456587,-8.280490855719906,-8.183577576460147,-7.686671088642874,-1.6563137789518196,-1.6121289896935225,-3.1549571220581996,-4.717480852307082,4.006418648583168,4.4342250196875534,4.133962634826583,4.789225444048745,12.529767079386842,16.237155136291577,9.414038700724083,-5.232705077628025,12.090284553478327,11.566955886434448,-1.4300518167718277,8.366144927121338,-24.710367962230837,-24.490186618768067,-16.953946690862075,-5.604454086850309,0.006696923249866957,0.0010531770365202228,-0.007656682423162474,-0.009299116097591919,right
3.7263023544028377,3.6910407004155865,3.740405207828596,3.5761771657632817,-5.784882237123098,-5.533022069296265,-6.101090982423151,-5.717047057053937,6.998130393957991,7.212480488167465,6.725072119869692,7.139699910893192,-12.268593497039785,-3.832291481365153,-4.9432127726271835,4.1761947455767485,15.761761523009989,10.03226723091295,7.638655124324655,1.3146782549643299,-18.800311032211333,-9.628621103128875,-9.369404732416486,-0.6266585000249868,-0.031035740486150314,-0.0010809714698654252,-0.004068762052809806,-0.0006768209106026225,right
3.736456270256012,3.782089850050548,4.013751206663689,3.8100078976438922,-5.134202457426974,-5.341854330500361,-4.754972694584681,-4.896273589926353,7.545545558288611,7.37275120106709,7.721786682430924,7.720614738204637,0.14746000962511596,-9.41140922114339,-10.124619200360858,-11.585786269952107,-0.310937687324209,-5.9234391025024715,9.709033313972903,14.190109630398002,-0.19791684418960898,3.9822909294830797,-10.939139015486402,-15.346849200469455,0.9328534434618462,0.006811876325863513,0.0019782056939943483,-0.0013929129982362255,right
3.860883867711396,3.794498470012889,4.192800512301053,3.9019953773716334,-4.729463570316939,-4.670462261761768,-4.441812963796016,-4.8868891343589365,7.747487110183209,7.816434358302995,7.978466963681255,7.663661592358098,1.712606353106598,0.22387426197553753,-0.6866025450485223,-10.57982092792637,1.8430029191665462,0.23927459060019446,-9.149389908412076,5.43198978757328,0.2674079978538753,-0.03864295940643273,-0.6873988641180363,-5.128157541711035,-0.013428245103362135,74.88287592285107,0.0036221128576092005,-0.01644990076574242,right
4.226369277267537,4.186269317141453,4.22076634530827,4.237733159569701,-5.42918634415864,-5.451905613595443,-5.450491395597881,-5.428803668579317,7.073777268928446,7.071676077049259,7.119812164754717,7.064218130213734,-1.4101162791191293,-0.2576883504376339,2.08491153736325,0.14115329666047083,2.238027180823967,-0.5931440913332963,-0.2314947460888756,-0.5295379376722087,0.3468500634906744,-0.2903799787801046,-0.2060040588266923,0.32828477919633875,0.00817928374810356,-0.004561353993470741,0.003852101330875954,0.012736631129313544,right
3.5417264594593734,3.156595142566094,3.0094696484334706,3.5309238913838863,-5.438362893296788,-4.262268904064808,-4.919667767836793,-3.918337848161624,8.071995644359975,7.792090653058326,7.825902028014697,8.236554716348154,-3.766953512468873,-3.334584460486081,-11.10946912277404,-12.09374273192326,25.52271378651474,19.026651786405793,14.469869563208388,8.915694193349763,-32.22759008037632,-23.923523842918218,-24.729863664504123,-27.204486359201265,-0.01752247453817419,-9.645799896525871e-05,0.005794072347592681,0.003503393163935807,right
3.9991426281596403,4.206734403724083,3.8189139822848697,3.3487774145876874,-5.122059582080976,-5.0955492138499885,-4.328839181618363,-4.709503382376868,7.426595652088335,7.813905141090125,7.730316224243945,7.1224967054555695,-2.4181260307627177,-13.082274294546247,9.994360198283362,-18.53505326463347,-1.6811332950532898,10.834533606156665,24.150694343233052,38.14119558757994,0.4959366163562639,13.418220739104928,-28.214667374536884,-45.02856887674698,10.287734348392581,0.008434382291143544,-0.006488118361435562,-0.006648863506521167,right
-6.843347253467711,-7.174347971454076,-7.460576119219808,-8.005803488675017,-2.3305399373993994,-2.0555396766844902,-1.5337596523361519,-1.6122504454673139,6.720422956666262,6.602677968301365,5.404707031540814,5.081684728044654,-2.8622449496728324,0.053709856276862304,17.371882356911218,32.259123841794626,-1.7847091160330586,3.242123765939175,22.665081250850406,5.57398599766773,7.544046694698031,2.6606046650332313,-11.438275993344357,-14.05583160079494,-0.012141261252945755,-0.005855592299570085,0.00934190496753074,0.0007092962840349349,right
-7.1011415304059735,-6.9442750346148605,-7.474408037460285,-7.755288102583441,-2.862978162935215,-3.213832844740339,-1.9867478605668962,-0.7744084452368487,5.810652892437539,6.375845067022222,5.345563214876007,5.227678787998974,-0.8930197100134815,7.176723120782872,33.11106764792558,11.535728615041107,-2.3208408434959367,4.263490902200996,11.575581690964793,3.8191356424665655,-0.14901304372300567,4.5798768431565975,4.4778198506388645,-30.90324429743255,-0.0025823240874458774,0.0034875136262820807,-0.030723868366369863,79.33920534702803,right
-4.898156495070961,-5.55462913917973,-5.659751996836733,-5.65512878714393,-3.162257928725341,-2.327878082180067,-3.101456892873901,-3.600975586197388,7.789103063570144,6.980931880617881,6.501693968001259,7.234336386251597,2.0379966973869115,14.989841951491442,9.050388640569686,16.711272193843552,18.523422111895,18.983805904927365,11.818490284922273,13.330436663010104,-9.353814075494617,-17.01708553236191,-6.57832232900649,-26.344341960213868,-0.0024964184600334257,36.779083534824764,0.0017995227247029084,0.00487377327446151,right
3.9334837206498925,3.997705175358978,3.8420384476125204,3.8932149426738683,-5.115725392492175,-5.019146637864923,-6.191708297784539,-5.223935792718122,7.265048669695321,7.536207056116548,6.514419451093458,7.329567104791508,-2.2873855163336616,-3.4075532243265116,-8.408170138007197,-8.623914181935927,-4.3443451299797315,4.566430787870269,4.581126524004854,20.146851557550647,-1.2031461945214237,-5.527151821301328,-8.4570519430176,-22.68710229554638,-0.008181446193157004,-0.00910267487684802,-0.007353439279676311,-0.0008061776836465022,right
3.3729683731515196,3.4346723491673488,3.3299475443998814,3.6562205942059975,-4.5058643162145655,-4.4330391331851615,-4.696775119657085,-4.277337867008332,8.096341716238683,8.10324357356924,8.270414703188756,8.136226624100699,0.9096830991248147,-1.1509559957407718,0.9257547954970893,-3.405162641892128,-0.16669637321161127,-0.03359190941312512,-8.433502827119527,0.02921295380361873,-0.6082818415974841,0.23865822883737253,14.94755753407516,-4.668741649113403,0.015598810744894546,-0.0061774142229879545,-0.010846564167207475,0.006625826006073856,right
